id,메뉴,아이디,text,양,배달
80,오모가리 국밥,롤리롤리팝팝팝,술많이 먹고 해장이 필요해서 친구랑 같이 묵은지콩나물국밥 먹고 왔는데 와우~ 속풀이 정말 제대로 했어요. 시원한 국물맛이 끝내주더라구요~ 간도 적당하고 짜지 않아서 좋았고 반찬들도 깔끔하게 잘 내어주셔서 굿!! 뜨끈하고 얼큰시원한 맛의 국물로 속풀이 잘 하고 갑니다~ 다음에도 또 방문할께요 최고!!,6.12.월,1
81,오모가리 국밥,까다로운입맛이라힘든사람,가성비 좋구 맛남,8.3.목,1
82,오모가리 국밥,rok****,"깍두기날치알밥,왕계란말이 최애 음식입니다.. 먹어도 먹어도 질리지가 않아요. 점심시간마다 먹으러 오는데 무조건 강추합니다. 간도 적당하게 잘되있고 음식도 빨리나와서 빨리먹고 가기에도 좋구요 찬들도 많아서 전혀 부족함없어요. 매번 제 점심을 책임져주셔서 감사합니다 또 먹으러 올게용??",8.3.목,1
83,오모가리 국밥,섭섭이네집,오모가리국밥 추천드려요 친구따라 가본곳인데 친절하시고 음식도 맛있어요 쟁반비빔막국수 계란말이 너무 맛있어요?? 계란말이 크고 두꺼워서 짱!!♡ 비빔막국수도 양념이 찐이라 배불리먹었네요,8.16.수,1
84,오모가리 국밥,승주맘59,묵은지 김치찜 얼큰하고 산더미 불고기도 가성비 너무 좋구요 양이 많아서 정신없이 먹었습니다 사장님도 정말 친절하시고 반찬도 직접 만드시는지 정말 맛있었습니다 이 맛 유지해주세요 담에도 갈게요~,5.8.월,1
85,오모가리 국밥,율결담지,여기 사람이 많아서 놀랬습니다 기다렸다가 먹었는데 그럴만했네요 파불고기 시켜먹었는데 재료를 아낌없이 쓰셔서 고기랑 파랑 같이먹으니 맛있네요. 고기누린내도 잘잡았고 양념도 삼삼하니 밥없이 먹어도 맛있지만 밥이랑 같이먹어도 맛있네요. 사리추가도있던데 양이많아서 기본만먹었습니다.,7.20.목,1
86,오모가리 국밥,다이어터20,묵은지 김치찜 맛집이라고 해서 한번 와봤습니다!! 맛있어요!! 담엔 파불고기도 먹어야겠어요!! 친절하시고 또 갈께요!,8.16.수,1
87,오모가리 국밥,이재미99,이번에 지인이랑 가서 묵은지콩나물국밥과 쟁반비빔막국수 시켜서 나눠먹었는데 음식 솜씨가 되게 좋으신 것 같더라구요 ㅎㅎㅎㅎ 콩나물국밥 국물 깔끔하고 해장으로도 딱입니다,8.11.금,1
88,오모가리 국밥,lcs****,묵은지 김치찜 좋아하는데 진짜 맛있네용ㅎㅎ 새콤한맛이 밥을 자꾸 당기게 하더라고요^^ 그래서 밥 두그릇 비웠답니다 ㅋㅋ 신랑은 콩나물국밥좋아해서 속풀이겸 같이 먹었는데 역시! 시원한 맛이 일품! 속풀이 갔다가 신랑은 소주한병 비웠네요??,8.4.금,1
89,오모가리 국밥,라빈쓰,기본반찬도 맛있고 메인 묵은지김치찜 진짜 집에서 먹는것보다 더 맛있어요~ 고기도 담백하고 김치가 적당히 잘 익어서 밥이랑 먹으면 한공기 진짜 금방 먹어지더라고요 ㅎㅎ 밥도둑 메뉴로 추천합니다??,6.20.화,1
90,오모가리 국밥,바이바이마마,매장분위기도 좋고 깔끔하고 친절해서 마음에 들었고 파불고기가 양념도 잘되어있고 간도 알맞아서 맛있었음. 묵은지 김치찜도 진짜 존맛탱??????,9.2.토,1
91,오모가리 국밥,fb2,김치전 진짜 바삭하고 너무 맛있어요 !! ㅠㅠ 이제 제 최애 집이에요 가격대비 매우 만족스러운 곳입니당 글고 이집 김치 메뉴를 되게 잘 하시는 것 같아용 묵은지김치찜도 맛있어용,8.19.토,1
92,오모가리 국밥,rany9775,매장 깔끔하고 친절하게 응대도 잘 해주시고 반찬이 맛있구용! 묵은지김치찜도 잘익은 김치맛과 고기랑 잘 어울어져서 넘 맛있어요~ 깊은맛도 나구 김치 식감도 끝내주더라구요 ㅎㅎ 오랜만에 집밥먹은 느낌으로 배부르게 잘 먹었어요 굿굿????,6.19.월,1
93,오모가리 국밥,채민이마미,잘익은 김치로 만든 김치찜 진짜 맛있어요. 밥한공기 진짜 금방 먹어치웠답니다. 반찬 잘 나오고 친절하고 음식도 맛있고 여러모로 다 만족한 맛집이라 꼭 추천드리고싶네요. 굿굿??,6.21.수,1
94,오모가리 국밥,ohh****,묵은지 진짜맛있어요,7.28.금,1
95,오모가리 국밥,gab****,파불고기에 떡사리 추가해서 먹었는데 정말 행복했습니다 떡과 불고기가 진짜 잘 어울리고 양도 넉넉하게 주셔서 친구랑 진짜 배불리 먹고 갈 수 있어서 좋았습니다 다음번에도 재방문 할 의향 있어요,8.18.금,1
96,오모가리 국밥,바커스34,점심에 든든하고 간단하게 먹기좋은 깍두기날치알밥 깍두기가 들어가서 더 감칠맛나니 쭉 땡겨요ㅋㅋ 날치알도 아낌없이 들어가있고 간도 딱맞아요~ 다음에 또 갈거예요,6.26.월,2
97,오모가리 국밥,박몽,묵은지김치찜 정말 장난 아니에요~~ 국물도 깔끔하고 밥도둑입니다 정말 맛집이네요~~ 추천받아 방문한건데 완전 대만족입니다~~ 잘 먹고 가요~~,7.29.토,1
98,오모가리 국밥,wlsghksek,왔습니다 또 먹으러 왔습니다. 벗어날수 없는 묵은지찜과 파불고기 맛에 또 이끌려 와버렸습니다♥? 요즘 날씨에 입맛 돋구는데 김치찜 만큼 제격없습니다 둘이서 도합 밥을 몇그릇을 먹었는디 폭풍흡입하고 가요!!,9.8.금,2
99,오모가리 국밥,엄마냥이77,사장님 친절하시고 매장도 깔끔해서 굿~!! 묵은지김치찜이랑 파불고기먹었어요 양도 많고 맛도있어서 즐거운식사했네요♡ 묵은지김치찜은 진짜 밥도둑인듯ㅎㅎ,8.16.수,1
100,오모가리 국밥,kms****,친구들이랑 간단히 식사하려고 들어갔다가 과식하고 왔어요... 묵은지 김치찜 진짜... 엄청난 밥도둑이었어요.. 계속 생각나는 맛ㅜㅠ 조만간 또 먹으러 가야될거 같아요!!!! 사이드로 불고기도 시켰는데 JMT♡,5.8.월,1
101,오모가리 국밥,연수리,굿,8.31.목,1
102,오모가리 국밥,다둥이아빠8282,맛있는데 생각보다 양이 작습니다~^^;;,5.4.목,1
103,오모가리 국밥,블랙일팀,묵은지순두부 국밥 시원하고 매콤해서 속풀이로 완전 추천합니다!! 반찬 깔끔하고 맛있구요~ 사장도 친절하셔서 좋은 식당이예요. 근방에서 순두부 제일 맛있게 먹었어요 ?? 또 방문할게요??,6.23.금,1
104,오모가리 국밥,pra****,날이더워서 쟁반비빔막국수 먹고왓어요 ㅎㅎ 야채도 신선하고 비빔양념이 족발집 저리가라네요 최고 ?? 양도 많고 짱이예요 국수만먹기 아쉬우니 김치전도 같이 드시면 더 맛있답니당 ㅎㅎ,7.7.금,2
105,오모가리 국밥,밋밋이,비가 오는 요즘이라 불고기가 땡기더라구요!! 게다가 오모가리국밥은 파불고기였는데요!! 파불고기에 떡사리 추가하니까 완전 든든~~! 밥에 비벼먹으니 단짠 완전 맛있었어요 ㅎㅎ,7.28.금,1
106,오모가리 국밥,테트라드,김치찜이랑 깍두기날치알 볶음밥 맛있어요 포장도 깔끔하네요,4.25.화,1
107,오모가리 국밥,다나맘쓰,점심에 좀 특별한음식 없을까 하고 지인추천받고 방문했어요 쟁반비빔막국수 먹었는데 안에들어간 재료도 푸짐하고 여러가지 많이들어있어요! 양념장도 너무맛있어요! 잘먹고 갑니다! 또방문하겠습니다~,5.3.수,1
108,오모가리 국밥,21q****,여긴 묵은지도맛있고 대체적으로 음식이 다 맛있네요 오늘은 점심에 간단하게 깍두기날치알밥 먹었는데 날치알도 많이들어있고 달짝지근하니 맛있어요 ㅎㅎ왕계란말이랑 같이먹으면 굿 다음에는 파불고기도 도전! 너무 맛있어보여요 ㅋㅋ,7.7.금,2
109,오모가리 국밥,ok1****,왕계란말이 진짜 맛있어요 두툼하고 ㅋㅋ 친구랑 파불고기에 한잔 먹었는데 술이 정말 잘 들어가더라고요 앞으로 종종 들러서 먹을 것 같아요 안주맛집인듯 ㅋㅋ 잘 먹고 가요 ㅋㅎㅎ,8.6.일,1
110,오모가리 국밥,ttm****,친구가 그렇게 맛있다며 극찬하는집이예요! 김치찜 너므맛있어요! 매콤하니 양념이 너무 잘 베어있어서 밥두공기는 기본이예요ㅋㅋ 국물까지 다 먹고왔네요~ 번창하세요^^,5.10.수,1
111,오모가리 국밥,피에스2,이번에 술 한잔 하려고 방문한 곳인데요 계란말이가 진짜 포슬포슬하고 감칠맛 나게 잘 나오더라고요ㅎㅎ 밥 한끼도 든든하게 할 수 있었어요 쟁반비빔막국수도 맛있으니 추천합니다,8.16.수,1
112,오모가리 국밥,dds****,묵은지순두부국밥은 인생 처음 먹어보는데 묵은지가 들어있어서 시원하니 죽이네요 순두부 양도 넉넉하고 전 개인적으로 일반 흔하게 먹는 국밥보다 훨 깔끔하고 맛있어요!!,5.19.금,1
113,오모가리 국밥,son****,전 묵은지를 좋아해서 묵은지콩나물국밥 먹어봤어요! 캬 역시 콩나물이 들어가서 시원하고! 묵은지의 김치맛이 아주 잘어울려요 밥말아서 먹으면 오늘 한끼 식사 끝 ㅋㅋ 정말 오랜만에 배부르고 맛있게 먹고온 것 같아요! 잘먹었습니다,5.24.수,1
114,오모가리 국밥,ksy****,새콤달콤하면서 면이 쫄깃쫄깃하니 쟁반비빔막국수 너무 매력적이예요~! 계속 땡기는 맛! 뭐랑 먹어도 다 잘 어울려요 ㅎㅎ 인심도 좋으신지 양도 베리굿^^ 잘 먹고 가요!!!!,5.23.화,1
115,오모가리 국밥,pra****,날치알밥 좋아하는데~ 깍두기날치알밥은 첨 먹어봐요 기냥 일반보다 훨씬 맛나네요 가격도 넘 착하고~날치알도 듬뿍주셔서 입안에서 톡톡터지니 아주 제맛이예용 또 먹고싶어용,5.22.월,1
116,오모가리 국밥,rhk****,회사동료가 김치찜 맛집이라며 소개해준 집 질리지 않는 맛으로 짜박한 국물에 밥 비벼서 먹어도 정말 맛나요!! 메뉴가 다양해서 점심 때 든든하게 먹기 정말좋고 쇠주안주로도 아주 쥑이네요 회사랑 가까워서 자주 가야겠어요!,5.24.수,1
117,오모가리 국밥,저여우18,우연히 들른 곳에서 김치찜과 김치굴국밥을 먹었는데 맛있었어요~,4.4.화,1
118,오모가리 국밥,바커스34,쟁반비빔막국수 너무맛있다며 지인이 추천했어요 가격대비 양도 정말많고 맛있고 가성비 진짜좋네요ㅎ 면도 꼬들하니 취향저격~! 족발집 막국수보다 훨맛나네요 ㅋㅋ 번창하세요!!,5.17.수,1
119,오모가리 국밥,21q****,콩나물국밥은 많이먹어봤어도 묵은지콩나물국밥은 처음이예요 훨씬 더 맛있어요 콩나물 잘게 잘라서 밥말아 먹으면 대박! 얼큰하니 너무 맵지도않아서 정말 딱이네요:) 또생갑납니다,6.26.월,1
120,오모가리 국밥,묘묭묘묭,나베드입니다,2.15.수,1
121,오모가리 국밥,Sarcasm,김치찜 따뜻하게 먹을 수 있어서 좋습니다 근데 점심때 손님이 많아서 눈치주셔요??,2.1.수,1
122,오모가리 국밥,qaw****,저녁에 쇠주한잔 하러갔어요 ㅋㅋ 묵은지김치찜에 파불고기 주문했는데 저녁도 같이 먹으면서 쇠주한잔하니 넘나좋네요ㅋㅋ 밥을 너무 맛있게 잘 먹어서 술도안취하고 진짜 잘먹었어요! 담엔 국밥도도전!,7.11.화,2
123,오모가리 국밥,11뿌리링11,다신 안가고싶어요 긴 실이랑 꼬부랑 실이 두개 나왔는데 (사장님이 머리카락 아니랬음) 사장님이 미안하다곤 했는데 위생이 그렇게 좋진않은것같아요 ㅠㅠ 계속 나올수도있고 더러운게 아니라고 하셨는데 저희가 그걸 먹어서 배에 들어가면 장염이나 위험해질수도 있을만큼 긴 (15cm) 정도의 실 이였어요 바로 가져가셔서 사진은 못찍었네요 아쉬워요. ㅜ 당연히 돈도 다 계산했네요,2.17.금,1
124,오모가리 국밥,브래드비트,저렴하고 맛있어요~,2.22.수,1
125,오모가리 국밥,닭집아들24,다녀왔습니다,3.16.목,1
126,오모가리 국밥,뽀미5667,굿,8.31.목,1
127,오모가리 국밥,현이love81,맛있네용,5.4.목,1
128,오모가리 국밥,saesongi,,2.21.화,1
129,오모가리 국밥,nu****,혼밥하기좋아요 친절하시고 음식깔끔하고 맛있써요,2.21.화,1
130,오모가리 국밥,souwha,저렴하고 맛있는편입니다 서빙은 좀 늦어요,4.12.수,1
131,오모가리 국밥,agecho,사람들이 줄 선 이유를 알겠더라구요 맛있습니다 하지만 개인적으로는 볶음밥?? 암튼 그 메뉴는 약간 비추입니다 좀 달더라구요,1.6.금,1
132,오모가리 국밥,배꺼질라,굿,3.17.금,1
133,오모가리 국밥,영철이짱,좋아요 좋아요 ?? ??,2.16.목,1
134,오모가리 국밥,claire419,김치찜 먹으러 자주 가요,2.3.금,2
135,오모가리 국밥,자낳괴한과장,고객사 왔다가 들린집인데 양도 많고 존맛이네요 고객사 올때마다 묵어야지!,22.8.31.수,1
136,오모가리 국밥,qkffp,"김치찜을 거의 다먹어 갈때쯤 기다란 머리카락?실?과 그옆에 작은 실이 나왔습니다. 음식만들다보면 이런 실수나 사고는 있을수 있다고 생각하지만, 사장님들의 대처가 아쉬웠습니다. 이물질보자마자 불쾌했고 이미 몇가닥의 실은삼키지않았을까하는 생각에 장트러블러인 저는 배아플까봐 걱정되네요 ㅠ 제가사장이면 음식값1인분이라도빼주거나 조금은 덜받을것같은데 제값다받는 태도에서 더 기분이 상했습니다. 실은돌려드렸으니 실값이라도 빼주시지 ㅜ",2.17.금,1
137,오모가리 국밥,바교닝,국밥너무맛있어요!,22.12.13.화,2
138,오모가리 국밥,dueleldi,맛있어요,4.17.월,1
139,오모가리 국밥,가가멜226,자주 먹는 산더미파불고기 잘 먹었습니다. 고기가 고플때마다 생각이 나넹?ㅡ.,22.11.8.화,1
140,오모가리 국밥,dud****,좋음,2.1.수,1
141,오모가리 국밥,짭조름달다구리,맛나고 좋아요,22.11.3.목,1
142,오모가리 국밥,iyj682,맛있어요 친절하시구!,22.9.26.월,1
143,오모가리 국밥,cjooy,음식이 정갈하구 맛나요!! 재방문 하겠습니다.,22.12.20.화,1
144,오모가리 국밥,yung0418,김치찜 맛있어요,22.11.18.금,2
145,오모가리 국밥,확신의해짱,"여기 묵은지 보물 그 자체,, 김치 찐 맛집,,,, 부들부들 고기에 싸먹어보세용",22.8.10.수,1
146,오모가리 국밥,mimi앤july,맛있어요.,22.11.21.월,1
147,오모가리 국밥,31****,굿굿,22.12.13.화,1
148,오모가리 국밥,멍이는 채식주의자,김치찜보다 파불고기가 더 나은 듯ㅎ 원래 파불고기에 상추가 나오는데 상추값이 비싸져서 며칠만 쌈무로 대신한다고 설명도 해주시고 친절하셨어요:) 깍두기알밥 시키면 순두부김치국 같이 나오고 무엇보다도 김치찜이든 파불고기든 1인분씩 가능한 점이 좋아요!!,22.7.6.수,1
149,오모가리 국밥,기쁨이맘91,좋아요,22.11.3.목,1
150,오모가리 국밥,HungryAlice,김치찜이랑 파불고기 맛있어요!! 회전율도 좋은 듯 합니다,22.12.7.수,1
151,오모가리 국밥,DIABLO824,맛있게 먹은 집밥같은 느낌,22.7.26.화,1
152,오모가리 국밥,물은셀프다,맛있어요 양도 많아서 좋아요,22.8.24.수,1
153,오모가리 국밥,pm****,맛있어요.,2.7.화,3
154,오모가리 국밥,yer****,좋아요,22.11.3.목,1
155,오모가리 국밥,초록1085,좋아요,22.9.30.금,2
156,오모가리 국밥,SDHMI3,맛있습니다 여러번 가봤는데 매번 맛잇어요,22.8.4.목,1
157,오모가리 국밥,윤재짱짱맨,굿,22.10.20.목,1
158,오모가리 국밥,전선희93,굿,22.9.16.금,1
159,오모가리 국밥,따리남매,맛있어요,22.10.12.수,1
160,오모가리 국밥,가치상승,좋아요,22.10.12.수,1
161,오모가리 국밥,sogno,맛있어요ㅎㅎ,22.9.29.목,1
162,오모가리 국밥,침묵의언어,오모가리국밥이라고 해서 맛있게 먹었어요,22.7.19.화,1
163,오모가리 국밥,엔젤9251,점심메뉴 김치찜 맛있어요,22.11.18.금,1
164,오모가리 국밥,yung0418,맛있어요,22.10.6.목,1
165,오모가리 국밥,신사미식가,soso,22.9.14.수,1
